names,scores,logfoldchanges,pvals,pvals_adj,log2fc,significant,category
HSP90B1,51.885372,0.9135908,0.0,0.0,1.3180329,True,ER_stress
SEC61B,44.227604,0.9431618,0.0,0.0,1.3606948,True,ER_stress
HSPA5,40.11475,0.92608684,0.0,0.0,1.3360609,True,ER_stress
SEC61G,35.75337,0.6568756,5.864808468380326e-280,2.0473767086521986e-277,0.9476712,True,ER_stress
PDIA3,35.418217,0.7035668,8.954088911608168e-275,3.0296504220461296e-272,1.0150323,True,ER_stress
PPIB,30.37159,0.54013246,1.3035394125138413e-202,2.704598330133671e-200,0.77924645,True,ER_stress
DAD1,28.297876,0.64042795,3.670311431347868e-176,6.406441215050291e-174,0.9239422,True,ER_stress
CANX,16.39723,0.3551111,2.001580115475008e-60,7.300290460968797e-59,0.51231694,True,ER_stress
ERP29,16.043,0.34822,6.398862656771467e-58,2.2373638539010314e-56,0.50237525,True,ER_stress
PPP1R15A,15.9921465,0.702636,1.4494961865858818e-57,4.99275953509527e-56,1.0136895,True,ER_stress
CALR,13.8091135,0.29114872,2.2457880129636013e-43,5.5558622912383e-42,0.42003873,False,ER_stress
XBP1,12.346337,0.5091107,5.097980307811854e-35,1.0151188855564155e-33,0.7344914,True,ER_stress
DNAJB9,10.158371,0.74316484,3.0411390423891322e-24,4.323449965046166e-23,1.0721602,True,ER_stress
PDIA6,9.892404,0.30563083,4.4911463213914494e-23,6.152213082925079e-22,0.440932,False,ER_stress
BLOC1S1,9.534905,0.3680799,1.5002224697340345e-21,1.936858983085449e-20,0.5310271,True,ER_stress
PDIA4,9.355667,0.3559079,8.307366873725296e-21,1.0482152590581781e-19,0.5134664,True,ER_stress
DDOST,8.788175,0.32940903,1.520092797583922e-18,1.776848307056242e-17,0.4752368,False,ER_stress
HERPUD1,6.5884433,0.45417544,4.444622815438004e-11,3.7488241449636825e-10,0.65523666,True,ER_stress
DNAJB11,5.880763,0.40211186,4.083790672987846e-09,3.115864987719747e-08,0.5801247,True,ER_stress
DDIT3,4.9248276,0.391863,8.443472162381527e-07,5.539895085538691e-06,0.56533873,True,ER_stress
DERL2,3.6581619,0.33110362,0.00025403063872558087,0.001364654576817709,0.47768158,False,ER_stress
ERP44,3.5770187,0.2543992,0.0003475353928580606,0.001840661263125184,0.3670205,False,ER_stress
ERLEC1,3.172081,0.23500612,0.0015135074880124899,0.0075096605039726315,0.33904234,False,ER_stress
RPN2,3.134072,0.06555627,0.0017239852131655379,0.008495542637945256,0.09457757,False,ER_stress
DERL3,2.4296262,1.0699444,0.015114397154865188,0.06548033815166947,1.5436033,False,ER_stress
EIF2S1,0.8399413,0.18496211,0.4009412807873247,0.9998735037283797,0.26684386,False,ER_stress
EIF2A,0.8278484,0.19023392,0.4077563778926503,0.9998735037283797,0.27444953,False,ER_stress
OS9,0.3250436,0.058062866,0.745148081615985,0.9998735037283797,0.08376708,False,ER_stress
DNAJC3,0.241282,0.10403595,0.8093365648842799,0.9998735037283797,0.15009217,False,ER_stress
CTH,0.12584147,0.19187813,0.8998574167472687,0.9998735037283797,0.27682158,False,ER_stress
CASP4,-0.07417404,-2.6649938,0.9408719047839913,0.9998735037283797,-3.8447733,False,ER_stress
TRIB3,-0.6740177,-0.013893636,0.5003000293610669,0.9998735037283797,-0.020044217,False,ER_stress
BBC3,-0.89932823,-0.022788558,0.3684778612106242,0.9998735037283797,-0.03287693,False,ER_stress
BAK1,-1.1082472,-0.15170376,0.26775510967443317,0.8673301608468678,-0.21886224,False,ER_stress
EDEM2,-1.2618053,-0.004535193,0.20701885805326636,0.6998102897579905,-0.0065430184,False,ER_stress
DERL1,-1.2667745,0.0066674817,0.20523593542349217,0.694637415784682,0.009619183,False,ER_stress
BAX,-1.5536978,0.006396699,0.12025651759704581,0.4360401601701144,0.0092284195,False,ER_stress
RPN1,-1.9246144,-0.0508783,0.05427761484432501,0.21337520480315308,-0.07340186,False,ER_stress
CASP9,-1.9816624,-0.31686044,0.04751704542406963,0.1891137133571414,-0.45713308,False,ER_stress
SLC7A11,-2.0112884,-0.17598958,0.04429501106387382,0.17722033442382698,-0.25389937,False,ER_stress
EIF2AK3,-2.587365,-0.1948096,0.009671312870981656,0.04330676656245537,-0.2810508,False,ER_stress
BCL2L11,-2.7232683,-0.12821531,0.0064639552501996895,0.02965410259024651,-0.18497552,False,ER_stress
SEL1L,-2.9032917,-0.042835657,0.003692624822670742,0.0175044504203034,-0.061798763,False,ER_stress
CASP3,-2.995004,-0.06840465,0.0027444119716114232,0.013198743164585617,-0.098687,False,ER_stress
EDEM1,-3.0706367,-0.40900257,0.0021360291445228162,0.0104024997731378,-0.59006596,True,ER_stress
P4HB,-3.3513122,-0.088303834,0.000804295663232763,0.004118001285409884,-0.12739547,False,ER_stress
SEC61A1,-3.6948235,-0.090334885,0.00022003954727539484,0.0011891706016040689,-0.13032568,False,ER_stress
MBTPS2,-3.8269193,-0.25091076,0.0001297570183102201,0.0007153142257668055,-0.36198774,False,ER_stress
ASNS,-3.897008,-0.20235866,9.738837914928965e-05,0.0005425871114959664,-0.29194185,False,ER_stress
ATF6,-3.9596672,-0.07801479,7.50542496327788e-05,0.0004221657575891826,-0.11255169,False,ER_stress
EDEM3,-3.9800324,-0.23986118,6.890585088828358e-05,0.0003889749431688965,-0.34604663,False,ER_stress
SEC61A2,-4.6707487,-0.32111,3.0010366955974915e-06,1.891982228644851e-05,-0.4632639,False,ER_stress
ERN1,-4.6764193,-0.43925917,2.91927393176056e-06,1.8422838330332854e-05,-0.633717,True,ER_stress
VCP,-4.883946,-0.11704005,1.0398368262119147e-06,6.77704291565525e-06,-0.16885312,False,ER_stress
HYOU1,-5.029645,-0.26688918,4.913893552719673e-07,3.282346572664048e-06,-0.38503972,False,ER_stress
SEC24D,-5.0472374,-0.25624895,4.482443162656454e-07,3.0037285946466604e-06,-0.3696891,False,ER_stress
SYVN1,-5.1274757,-0.55020046,2.9365298365483176e-07,1.9929980155904073e-06,-0.7937714,True,ER_stress
STT3B,-5.4231443,-0.16220234,5.855971193309105e-08,4.1425015906866244e-07,-0.23400852,False,ER_stress
ATF4,-5.506117,-0.14226393,3.668348881090537e-08,2.636535847772032e-07,-0.20524356,False,ER_stress
TRAF2,-5.514591,-0.82626903,3.49591809050032e-08,2.517129696001753e-07,-1.1920543,True,ER_stress
DNAJC1,-5.717313,-0.15323325,1.0822163756633983e-08,8.015216282190645e-08,-0.22106884,False,ER_stress
STT3A,-6.83545,-0.23617041,8.174779225474885e-12,7.171436757314286e-11,-0.3407219,False,ER_stress
MOGS,-7.4611955,-0.43640733,8.574107542511638e-14,8.268815925562748e-13,-0.62960273,True,ER_stress
UGGT1,-8.182738,-0.3957125,2.77464541326437e-16,2.965149493387915e-15,-0.5708924,True,ER_stress
BCL2,-9.081443,-0.2409816,1.071450899696199e-19,1.3011827519060466e-18,-0.347663,False,ER_stress
