Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Parkinson disease	82/249	5.190378e-121	8.564123e-119	0	0	1.487105e+02	4.118774e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;RYR3;TXN2;CASP3;UQCRFS1;MAP3K5;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;ERN1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;ATF4;PRKN;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;ITPR2;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;MAPK9;ATP5F1A;MAPK8;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;EIF2AK3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;MAPK10;UQCRQ;BAX;CYCS;MCU
KEGG_2021_Human	Prion disease	81/273	5.168604e-115	4.264098e-113	0	0	1.256740e+02	3.307170e+04	RYR1;RYR2;COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;RYR3;CASP3;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;ATF4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;CACNA1B;ATP5MC2;NDUFB2;ATP5MC3;ITPR2;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;MAPK9;ATP5F1A;MAPK8;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;EIF2AK3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;MAPK10;UQCRQ;BAX;CYCS;MCU
KEGG_2021_Human	Pathways of neurodegeneration	90/475	8.841760e-110	4.862968e-108	0	0	7.984142e+01	2.004857e+04	RYR1;RYR2;COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;RYR3;CASP7;CASP3;UQCRFS1;MAP3K5;COX8A;GPX1;SIGMAR1;NDUFC2;SDHC;TRAF2;NDUFC1;COX6B1;ERN1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SQSTM1;SLC25A4;ATF4;PRKN;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;CACNA1B;ATP5MC2;NDUFB2;ATP5MC3;ITPR2;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;MAPK9;ATP5F1A;MAPK8;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;EIF2AK3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;MAPK10;UQCRQ;BAX;CYCS;MCU
KEGG_2021_Human	Huntington disease	79/306	2.502224e-106	1.032167e-104	0	0	1.004440e+02	2.442365e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;BBC3;CASP3;UQCRFS1;MAP3K5;COX8A;GPX1;NDUFC2;SDHC;TRAF2;NDUFC1;COX6B1;ERN1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;CACNA1B;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;NRF1;COX5B;COX5A;UQCRH;ATP5MC1;MAPK9;ATP5F1A;MAPK8;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;MAPK10;UQCRQ;BAX;CYCS
KEGG_2021_Human	Oxidative phosphorylation	64/133	1.316569e-105	4.344678e-104	0	0	2.210889e+02	5.339217e+04	NDUFA13;COX7B;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;ATP5MG;NDUFV1;ATP5MF;ATP5ME;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;ATP5PB;NDUFA4;NDUFA3;NDUFA1;ATP5F1C;COX6C;ATP5F1D;ATP5F1E;UQCRQ
KEGG_2021_Human	Diabetic cardiomyopathy	69/203	3.211089e-101	8.830493e-100	0	0	1.301771e+02	3.012226e+04	RYR2;COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;MAPK9;ATP5F1A;MAPK8;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;MAPK10;UQCRQ
KEGG_2021_Human	Alzheimer disease	80/369	5.224612e-101	1.231516e-99	0	0	8.083045e+01	1.866437e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;RYR3;CASP7;CASP3;UQCRFS1;MAP3K5;COX8A;NDUFC2;SDHC;TRAF2;NDUFC1;COX6B1;ERN1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;ATF4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;ITPR2;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;MAPK9;ATP5F1A;MAPK8;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;EIF2AK3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;MAPK10;UQCRQ;CYCS;MCU
KEGG_2021_Human	Non-alcoholic fatty liver disease	63/155	8.054022e-98	1.661142e-96	0	0	1.610951e+02	3.601558e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;CASP7;CASP3;UQCRFS1;MAP3K5;COX8A;NDUFC2;SDHC;TRAF2;NDUFC1;COX6B1;ERN1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;ATF4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;MAPK9;MAPK8;CYC1;NDUFV2;NDUFV1;NDUFA9;NDUFA8;XBP1;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;EIF2AK3;NDUFA1;COX6C;MAPK10;UQCRQ;BAX;CYCS
KEGG_2021_Human	Amyotrophic lateral sclerosis	78/364	9.857322e-98	1.807176e-96	0	0	7.733992e+01	1.727504e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;CASP3;UQCRFS1;MAP3K5;COX8A;GPX1;SIGMAR1;NDUFC2;SDHC;TRAF2;NDUFC1;COX6B1;ERN1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC1;SQSTM1;ATF4;PRKN;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;EIF2AK3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;UQCRQ;BAX;CYCS;MCU
KEGG_2021_Human	Thermogenesis	66/232	1.915229e-90	3.160128e-89	0	0	9.663409e+01	1.996294e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;MAP3K5;COX8A;NDUFC2;ACSL4;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;ATP5MG;ATP5MF;ATP5ME;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;UQCRQ
