Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Pathways of neurodegeneration	16/475	8.545070e-19	1.221945e-16	0	0	4.858014e+01	2.021117e+03	PRKN;RYR1;RYR2;EIF2AK3;CACNA1B;ITPR2;TRAF2;RYR3;ERN1;MAPK10;MAPK9;MAPK8;CASP3;MCU;ATF4;MAP3K5
KEGG_2021_Human	Protein processing in endoplasmic reticulum	12/171	7.808378e-18	5.582990e-16	0	0	8.306499e+01	3.272041e+03	EDEM3;ERN1;MAPK10;PRKN;SEC61A2;MAPK9;MAPK8;EIF2AK3;TRAF2;UGGT2;ATF4;MAP3K5
KEGG_2021_Human	Apoptosis	11/142	7.584355e-17	2.934793e-15	0	0	8.767738e+01	3.254397e+03	ERN1;MAPK10;MAPK9;MAPK8;CASP3;EIF2AK3;ITPR2;TRAF2;ATF4;BBC3;MAP3K5
KEGG_2021_Human	Spinocerebellar ataxia	11/143	8.209211e-17	2.934793e-15	0	0	8.700877e+01	3.222691e+03	ERN1;MAPK10;RYR1;MAPK9;MAPK8;OPA1;CACNA1A;ITPR2;TRAF2;MCU;MAP3K5
KEGG_2021_Human	Parkinson disease	12/249	7.537884e-16	2.155835e-14	0	0	5.550774e+01	1.932858e+03	ERN1;MAPK10;PRKN;MAPK9;MAPK8;CASP3;EIF2AK3;ITPR2;MCU;RYR3;ATF4;MAP3K5
KEGG_2021_Human	Prion disease	12/273	2.282941e-15	5.441009e-14	0	0	5.034227e+01	1.697205e+03	MAPK10;RYR1;RYR2;MAPK9;MAPK8;CASP3;EIF2AK3;CACNA1B;ITPR2;MCU;RYR3;ATF4
KEGG_2021_Human	Alzheimer disease	12/369	8.351959e-14	1.706186e-12	0	0	3.662558e+01	1.102932e+03	ERN1;MAPK10;MAPK9;MAPK8;CASP3;EIF2AK3;ITPR2;TRAF2;MCU;RYR3;ATF4;MAP3K5
KEGG_2021_Human	Non-alcoholic fatty liver disease	9/155	9.931059e-13	1.775177e-11	0	0	5.819178e+01	1.608301e+03	ERN1;MAPK10;MAPK9;MAPK8;CASP3;EIF2AK3;TRAF2;ATF4;MAP3K5
KEGG_2021_Human	TNF signaling pathway	8/112	3.962631e-12	6.296180e-11	0	0	6.946154e+01	1.823651e+03	MAPK10;MAPK9;MAPK8;CASP3;TRAF2;DNM1L;ATF4;MAP3K5
KEGG_2021_Human	Huntington disease	10/306	1.391092e-11	1.989262e-10	0	0	3.323311e+01	8.307728e+02	ERN1;MAPK10;MAPK9;MAPK8;CASP3;CACNA1B;TRAF2;NRF1;BBC3;MAP3K5
KEGG_2021_Human	Lipid and atherosclerosis	9/215	1.906571e-11	2.478543e-10	0	0	4.111789e+01	1.014918e+03	ERN1;MAPK10;MAPK9;MAPK8;CASP3;EIF2AK3;TRAF2;ATF4;MAP3K5
KEGG_2021_Human	MAPK signaling pathway	9/294	3.095417e-10	3.688705e-09	0	0	2.960150e+01	6.481524e+02	MAPK10;MAPK9;MAPK8;CASP3;CACNA1B;CACNA1A;TRAF2;ATF4;MAP3K5
KEGG_2021_Human	Mitophagy	6/68	6.862771e-10	7.549048e-09	0	0	8.027419e+01	1.693765e+03	MAPK10;PRKN;MAPK9;MAPK8;EIF2AK3;ATF4
KEGG_2021_Human	Dopaminergic synapse	7/132	8.334575e-10	8.513173e-09	0	0	4.831826e+01	1.010114e+03	MAPK10;MAPK9;MAPK8;CACNA1B;CACNA1A;ITPR2;ATF4
KEGG_2021_Human	Type II diabetes mellitus	5/46	7.021026e-09	6.693378e-08	0	0	9.721463e+01	1.825142e+03	MAPK10;MAPK9;MAPK8;CACNA1B;CACNA1A
KEGG_2021_Human	NOD-like receptor signaling pathway	7/181	7.557270e-09	6.754310e-08	0	0	3.462569e+01	6.475265e+02	MAPK10;MAPK9;MAPK8;ITPR2;TRAF2;DNM1L;MCU
KEGG_2021_Human	Amyotrophic lateral sclerosis	8/364	4.599041e-08	3.868605e-07	0	0	2.003473e+01	3.384834e+02	ERN1;PRKN;CASP3;EIF2AK3;TRAF2;MCU;ATF4;MAP3K5
KEGG_2021_Human	Measles	6/139	5.233039e-08	3.975487e-07	0	0	3.728759e+01	6.251522e+02	MAPK10;MAPK9;MAPK8;CASP3;EIF2AK3;BBC3
KEGG_2021_Human	Calcium signaling pathway	7/240	5.282116e-08	3.975487e-07	0	0	2.578074e+01	4.319913e+02	RYR1;RYR2;CACNA1B;CACNA1A;ITPR2;MCU;RYR3
KEGG_2021_Human	Adipocytokine signaling pathway	5/69	5.620114e-08	4.018381e-07	0	0	6.220625e+01	1.038492e+03	MAPK10;MAPK9;MAPK8;TRAF2;ACSL4
KEGG_2021_Human	Retrograde endocannabinoid signaling	6/148	7.605493e-08	5.178978e-07	0	0	3.490845e+01	5.722127e+02	MAPK10;MAPK9;MAPK8;CACNA1B;CACNA1A;ITPR2
KEGG_2021_Human	Colorectal cancer	5/86	1.710990e-07	1.112143e-06	0	0	4.910864e+01	7.651629e+02	MAPK10;MAPK9;MAPK8;CASP3;BBC3
KEGG_2021_Human	GnRH signaling pathway	5/93	2.534740e-07	1.575947e-06	0	0	4.518636e+01	6.862907e+02	MAPK10;MAPK9;MAPK8;ITPR2;ATF4
KEGG_2021_Human	IL-17 signaling pathway	5/94	2.674350e-07	1.593467e-06	0	0	4.467640e+01	6.761501e+02	MAPK10;MAPK9;MAPK8;CASP3;TRAF2
