Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Oxidative phosphorylation	64/133	3.080403e-114	2.741558e-112	0	0	3.467585e+02	9.063216e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;ATP5MG;ATP5MF;ATP5ME;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;UQCRQ
KEGG_2021_Human	Parkinson disease	70/249	9.082229e-106	4.041592e-104	0	0	1.639463e+02	3.965331e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;TXN2;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;UQCRQ;BAX;CYCS
KEGG_2021_Human	Diabetic cardiomyopathy	65/203	1.151239e-101	3.415342e-100	0	0	1.788496e+02	4.156828e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;UQCRQ
KEGG_2021_Human	Prion disease	69/273	2.156336e-100	4.797848e-99	0	0	1.386694e+02	3.182326e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;UQCRQ;BAX;CYCS
KEGG_2021_Human	Huntington disease	69/306	1.584501e-96	2.820412e-95	0	0	1.191609e+02	2.628544e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;GPX1;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;UQCRQ;BAX;CYCS
KEGG_2021_Human	Thermogenesis	64/232	4.539288e-95	6.733277e-94	0	0	1.417071e+02	3.078343e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;ATP5MG;ATP5MF;ATP5ME;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;UQCRQ
KEGG_2021_Human	Amyotrophic lateral sclerosis	70/364	9.374941e-93	1.191957e-91	0	0	9.923506e+01	2.102814e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;UQCRFS1;COX8A;GPX1;SIGMAR1;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC1;SQSTM1;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;UQCRQ;BAX;CYCS
KEGG_2021_Human	Pathways of neurodegeneration	74/475	1.459363e-91	1.623542e-90	0	0	8.360888e+01	1.748740e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;CASP7;UQCRFS1;COX8A;GPX1;SIGMAR1;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SQSTM1;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;SOD1;UQCRQ;BAX;CYCS
KEGG_2021_Human	Alzheimer disease	68/369	2.334643e-88	2.308703e-87	0	0	9.028246e+01	1.821716e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;CASP7;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;VDAC2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ATP5MC2;NDUFB2;ATP5MC3;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;CYC1;NDUFV2;NDUFV1;NDUFA9;ATP5PF;NDUFA8;XBP1;NDUFA7;ATP5PD;NDUFA6;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;UQCRQ;CYCS
KEGG_2021_Human	Non-alcoholic fatty liver disease	54/155	1.884483e-85	1.677190e-84	0	0	1.678812e+02	3.275128e+04	COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;COX6A1;COX7C;CASP7;UQCRFS1;COX8A;NDUFC2;SDHC;NDUFC1;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;CYC1;NDUFV2;NDUFV1;NDUFA9;NDUFA8;XBP1;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;UQCRQ;BAX;CYCS
KEGG_2021_Human	Retrograde endocannabinoid signaling	32/148	5.927244e-42	4.795679e-41	0	0	6.415254e+01	6.089937e+03	NDUFB9;NDUFB8;NDUFA13;NDUFB7;NDUFB10;NDUFB6;NDUFA11;NDUFB11;NDUFB5;NDUFA12;NDUFB4;NDUFB3;NDUFB2;NDUFB1;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;NDUFC2;NDUFC1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2
KEGG_2021_Human	Protein processing in endoplasmic reticulum	24/171	1.238692e-26	9.186965e-26	0	0	3.464736e+01	2.066824e+03	PPP1R15A;PDIA3;XBP1;HSPA5;RPN2;DERL3;DERL2;PDIA6;DDOST;HSP90B1;PDIA4;ERLEC1;OS9;DAD1;SEC61G;DNAJB11;CANX;ERP29;BAX;HYOU1;CALR;SEC61B;P4HB;UBXN4
KEGG_2021_Human	Cardiac muscle contraction	17/87	1.158523e-21	7.931424e-21	0	0	4.811729e+01	2.319597e+03	COX8A;COX7B;UQCRB;COX4I1;COX7A2;UQCR11;UQCR10;COX6A1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;UQCRQ;UQCRFS1;CYC1
KEGG_2021_Human	Thyroid hormone synthesis	5/75	7.827559e-05	4.976091e-04	0	0	1.263584e+01	1.194754e+02	GPX1;HSPA5;CANX;PDIA4;HSP90B1
KEGG_2021_Human	Spinocerebellar ataxia	6/143	1.961464e-04	1.163802e-03	0	0	7.790886e+00	6.650806e+01	XBP1;CYCS;VDAC2;VDAC1;SLC25A5;SLC25A4
KEGG_2021_Human	Lipid and atherosclerosis	7/215	2.745811e-04	1.527358e-03	0	0	6.019449e+00	4.936107e+01	XBP1;CASP7;HSPA5;BAX;CYCS;HSP90B1;HSPD1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	7/219	3.070368e-04	1.545860e-03	0	0	5.904674e+00	4.776021e+01	CANX;BAX;VDAC2;VDAC1;CALR;SLC25A5;SLC25A4
